1 Level,2 Level,3 Level,4 Level,5 Level,6 Level,7 Level,8 Level,9 Level,10 Level,11 Level,12 Level,13 Level,14 Level,FoodON URI
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,ginseng plant food product,,,,,,,,,,,,FOODON_00001905
,,,ginseng root,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003718
,,,,chinese ginseng root,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003893
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,tropical fruit food product,,,,,,,,,,FOODON_00002689
,,,,,banana food product,,,,,,,,,FOODON_00001628
,,,,,,plantain (musa) food product,,,,,,,,FOODON_00002159
,,,,,,,plantain,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003784
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,berry food product,,,,,,,,,,FOODON_00001640
,,,,,berry product,,,,,,,,,FOODON_03315614
,,,,,,berry,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003521
,,,,,,,youngberry,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003566
,,,,,,,,
food product by process,,,,,,,,,,,,,,FOODON_00002645
,food (fermented),,,,,,,,,,,,,FOODON_00001258
,,fermented dairy food product,,,,,,,,,,,,FOODON_00001053
,,,yogurt food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001014
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,tropical fruit food product,,,,,,,,,,FOODON_00002689
,,,,,passion food product,,,,,,,,,FOODON_00002086
,,,,,,tropical fruit,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003567
,,,,,,,passion fruit,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003675
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,bean,,,,,,,,,FOODON_00002753
,,,,,,lima bean,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03302053
,,,,,,,baby lima bean,,,,,,,http://purl.obolibrary.org/obo/FOODON_03302061
,,,,,,,,baby lima bean (raw),,,,,,http://purl.obolibrary.org/obo/FOODON_03000164
,,,,,,,,,baby lima bean (raw mature),,,,,http://purl.obolibrary.org/obo/FOODON_03000211
,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,bean pod,,,,,,,,,,FOODON_00002765
,,,,,edible bean pod,,,,,,,,,FOODON_00002812
,,,,,,cowpea pod,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000101
,,,,,,,cowpea pod (raw),,,,,,,http://purl.obolibrary.org/obo/FOODON_03000102
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,wheat food product,,,,,,,,,FOODON_00001141
,,,,,,wheat malt,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03460755
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,oyster mushroom genus,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411632
,,,,,,,king oyster mushroom,,,,,,,http://purl.obolibrary.org/obo/FOODON_03413743
,,,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,snack food,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03315013
,,fritter,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601041
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,avian food product,,,,,,,,,,,FOODON_00001251
,,,,poultry food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001283
,,,,,poultry meat food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001131
,,,,,,chicken meat food product,,,,,,,,FOODON_00001040
,,,,,,,chicken nugget,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002672
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,invertebrate animal food product,,,,,,,,,,,,FOODON_00001176
,,,shellfish food product,,,,,,,,,,,FOODON_00001293
,,,,shellfish,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411433
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,thyme food product,,,,,,,,,,,FOODON_00002312
,,,,thyme leaf,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301562
,,,,,thyme leaf (wholeraw),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000017
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,pepper vegetable food product,,,,,,,,,FOODON_00002111
,,,,,,hot pepper food product,,,,,,,,FOODON_00001956
,,,,,,,jalapeno pepper food product,,,,,,,FOODON_00001976
,,,,,,,,chipotle,,,,,,http://purl.obolibrary.org/obo/FOODON_00002563
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,cruciferous food product,,,,,,,,,,,,FOODON_00001169
,,,brassica food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003341
,,,,kale food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001981
,,,,,kale (whole or pieces),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000235
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,pepper vegetable food product,,,,,,,,,FOODON_00002111
,,,,,,pepper,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003520
,,,,,,,banana pepper,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000126
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,produce (raw),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03305145
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,invertebrate animal food product,,,,,,,,,,,,FOODON_00001176
,,,shellfish food product,,,,,,,,,,,FOODON_00001293
,,,,shellfish,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411433
,,,,,mollusc,,,,,,,,,FOODON_03412112
,,,,,,gastropod,,,,,,,,FOODON_03412111
,,,,,,,neogastropod,,,,,,,FOODON_03411010
,,,,,,,,snail,,,,,,FOODON_03412114
,,,,,,,,,water snail,,,,,FOODON_03411135
,,,,,,,,,,sea snail,,,,http://purl.obolibrary.org/obo/FOODON_03414639
,,,,,,,,,,,mud whelk,,,http://purl.obolibrary.org/obo/FOODON_03414640
,,,,,,,,,,,,striate mud creeper,,http://purl.obolibrary.org/obo/FOODON_03414814
,,,,,,,,,,,,,
food product by consumer group,,,,,,,,,,,,,,FOODON_00002147
,food product for animal,,,,,,,,,,,,,FOODON_03309997
,,animal based food product for animal,,,,,,,,,,,,FOODON_00001594
,,,blood meal,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001564
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,edible seed food product,,,,,,,,,,FOODON_03304497
,,,,,safflower plant food product,,,,,,,,,FOODON_00002499
,,,,,,safflower seed,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003743
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,cucurbit fruit food product,,,,,,,,,,FOODON_00001150
,,,,,melon food product,,,,,,,,,FOODON_00002029
,,,,,,melon fruit food product,,,,,,,,FOODON_00001152
,,,,,,,melon,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003597
,,,,,,,,horned melon,,,,,,http://purl.obolibrary.org/obo/FOODON_00003658
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,dairy food product,,,,,,,,,,,FOODON_00001256
,,,,milk or milk based food product,,,,,,,,,,FOODON_00001257
,,,,,cow milk based food product,,,,,,,,,FOODON_00001771
,,,,,,cow milk cheese,,,,,,,,FOODON_00001127
,,,,,,,soft cheese food product,,,,,,,FOODON_00002252
,,,,,,,,Limburger cheese food product,,,,,,http://purl.obolibrary.org/obo/FOODON_00001128
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,cruciferous food product,,,,,,,,,,,,FOODON_00001169
,,,brassica food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003341
,,,,cauliflower food product,,,,,,,,,,FOODON_00001703
,,,,,cauliflower floret,,,,,,,,,FOODON_00003410
,,,,,,purple cauliflower floret,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003767
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,citrus fruit food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001151
,,,,,citrus fruit,,,,,,,,,FOODON_00003324
,,,,,,orange,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03315106
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,berry food product,,,,,,,,,,FOODON_00001640
,,,,,berry product,,,,,,,,,FOODON_03315614
,,,,,,berry,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003521
,,,,,,,grape,,,,,,,FOODON_00003417
,,,,,,,,black grape,,,,,,http://purl.obolibrary.org/obo/FOODON_00003610
,,,,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,fermented beverage,,,,,,,,,,,,FOODON_00001094
,,,wine or wine-like food product,,,,,,,,,,,FOODON_00002364
,,,,grape based wine or wine-like food product,,,,,,,,,,FOODON_00001925
,,,,,grape wine,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301014
,,,,,,white wine,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03310273
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,chive food product,,,,,,,,,,,FOODON_00001732
,,,,Chinese chive bunch,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000014
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,bean,,,,,,,,,FOODON_00002753
,,,,,,chickpea,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03306811
,,,,,,,chickpea (raw),,,,,,,http://purl.obolibrary.org/obo/FOODON_03000123
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,chanterelle mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003529
,,,,,,,golden chanterelle,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411569
,,,,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,prepared food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001180
,,chili con carne (dish),,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301511
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,squash food product,,,,,,,,,FOODON_00002271
,,,,,,squash (whole or pieces),,,,,,,,FOODON_03000433
,,,,,,,summer squash (whole or pieces),,,,,,,FOODON_03000434
,,,,,,,,pattypan squash (whole or pieces),,,,,,http://purl.obolibrary.org/obo/FOODON_03000232
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant root food product,,,,,,,,,,,,FOODON_00001147
,,,vegetable-producing plant,,,,,,,,,,,FOODON_03411579
,,,,vegetable-producing plant root tuber or bulb,,,,,,,,,,FOODON_03411018
,,,,,onion plant,,,,,,,,,FOODON_03411300
,,,,,,red onion plant,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03413748
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,vanilla bean food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002328
,,,,vanilla bean extract,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03316764
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,fish food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001248
,,,,fish (whole or pieces),,,,,,,,,,FOODON_03301077
,,,,,fish meal,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301620
,,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,prepared food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001180
,,samosa,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002544
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,berry food product,,,,,,,,,,FOODON_00001640
,,,,,grape berry food product,,,,,,,,,FOODON_00001170
,,,,,,grape seed,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002568
,,,,,,,
food material by characteristic,,,,,,,,,,,,,,FOODON_00002454
,food (deep-fried),,,,,,,,,,,,,FOODON_03307052
,,panipuri,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601046
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,chicory food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001730
,,,,chicory leaf,,,,,,,,,,FOODON_00003623
,,,,,chicory leaf (raw),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000038
,,,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,dahi vada,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601022
,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,bean,,,,,,,,,FOODON_00002753
,,,,,,velvet bean,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002786
,,,,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,multi-component plant food product,,,,,,,,,,,,,FOODON_03316579
,,multi-component pasta product,,,,,,,,,,,,FOODON_00002828
,,,pasta primavera,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601047
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cacao food product,,,,,,,,,,FOODON_00001215
,,,,,chocolate or cocoa,,,,,,,,,FOODON_03460231
,,,,,,chocolate food product,,,,,,,,FOODON_00001280
,,,,,,,chocolate ball,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003875
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,berry food product,,,,,,,,,,FOODON_00001640
,,,,,currant food product,,,,,,,,,FOODON_03303397
,,,,,,red currant food product,,,,,,,,FOODON_00002459
,,,,,,,red currant,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003766
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant root food product,,,,,,,,,,,,FOODON_00001147
,,,vegetable leaf,,,,,,,,,,,FOODON_00003650
,,,,beet leaf,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003633
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,invertebrate animal food product,,,,,,,,,,,,FOODON_00001176
,,,shellfish food product,,,,,,,,,,,FOODON_00001293
,,,,shellfish,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411433
,,,,,mollusc,,,,,,,,,FOODON_03412112
,,,,,,gastropod,,,,,,,,FOODON_03412111
,,,,,,,neogastropod,,,,,,,FOODON_03411010
,,,,,,,,snail,,,,,,FOODON_03412114
,,,,,,,,,water snail,,,,,FOODON_03411135
,,,,,,,,,,sea snail,,,,http://purl.obolibrary.org/obo/FOODON_03414639
,,,,,,,,,,,mud whelk,,,http://purl.obolibrary.org/obo/FOODON_03414640
,,,,,,,,,,,,belitong snail,,http://purl.obolibrary.org/obo/FOODON_03414813
,,,,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,cucurbit fruit food product,,,,,,,,,,FOODON_00001150
,,,,,melon food product,,,,,,,,,FOODON_00002029
,,,,,,melon fruit food product,,,,,,,,FOODON_00001152
,,,,,,,melon seed,,,,,,,http://purl.obolibrary.org/obo/FOODON_03307879
,,,,,,,,egusi seed,,,,,,http://purl.obolibrary.org/obo/FOODON_00003899
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant leaf food product,,,,,,,,,,,FOODON_00002143
,,,,land cress food product,,,,,,,,,,FOODON_00003525
,,,,,vegetable leaf,,,,,,,,,FOODON_00003650
,,,,,,land cress leaf,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003524
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,berry food product,,,,,,,,,,FOODON_00001640
,,,,,cranberry food product,,,,,,,,,FOODON_00001786
,,,,,,cranberry,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003657
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,spring mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414175
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,basil food product,,,,,,,,,,,FOODON_00003044
,,,,basil (whole or pieces),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000233
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant head vegetable food product,,,,,,,,,,,FOODON_00002142
,,,,lettuce head food product,,,,,,,,,,FOODON_00001998
,,,,,lettuce head (anatomical),,,,,,,,,FOODON_00003507
,,,,,,crisphead lettuce (raw),,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000124
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,brazilnut (shell on),,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301645
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,Good-King-Henry food product,,,,,,,,,,,,FOODON_00004189
,,,Good-King-Henry stem,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00004192
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,tropical fruit food product,,,,,,,,,,FOODON_00002689
,,,,,oheloberry,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002872
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,mammalian meat food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001006
,,,,swine food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001132
,,,,,pork food product,,,,,,,,,FOODON_00002663
,,,,,,pork meat food product,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001038
,,,,,,,ham food product,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002502
,,,,,,,,serrano ham,,,,,,http://purl.obolibrary.org/obo/FOODON_00002545
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,squash food product,,,,,,,,,FOODON_00002271
,,,,,,squash,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003539
,,,,,,,squash (raw),,,,,,,FOODON_03301577
,,,,,,,,butternut squash (raw),,,,,,http://purl.obolibrary.org/obo/FOODON_00002981
,,,,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,plant derived beverage,,,,,,,,,,,,FOODON_00001253
,,,nonfermented plant derived beverage product,,,,,,,,,,,FOODON_00001255
,,,,tea based beverage product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001138
,,,,,tea food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03315081
,,,,,,tea (dry),,,,,,,,FOODON_03301648
,,,,,,,hibiscus tea (dry),,,,,,,http://purl.obolibrary.org/obo/FOODON_00002569
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,fish food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001248
,,,,fish product (unspecified species),,,,,,,,,,FOODON_03315173
,,,,,fish cake,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002678
,,,,,,
food product by process,,,,,,,,,,,,,,FOODON_00002645
,bakery food product,,,,,,,,,,,,,FOODON_00001626
,,biscuit (hard) food product,,,,,,,,,,,,FOODON_00002466
,,,egg cracklet,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601023
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,spice,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03303380
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
